Tail	Head	Distribution	Parameters
863	885	lognorm	(0.7346103132563966, 0.21736846503258028, 4.674864405698736)
863	890	lognorm	(0.8395806036042384, 0.06428411874686757, 3.5594671823015935)
864	318	lognorm	(0.8238804262550946, -0.003565851969709955, 3.7167373671041997)
864	732	lognorm	(0.8561279719520574, 0.024322223661686036, 3.4499062866341186)
864	865	lognorm	(0.8103148630224783, -0.0772491999759847, 3.7368685052292894)
864	867	lognorm	(0.8738768594620807, 0.12480360636397039, 3.4214933951827127)
864	913	lognorm	(0.8222819596484684, -0.017593479846576054, 3.729393707818068)
865	319	lognorm	(0.8157378291668007, -0.04812897713053814, 3.712286707179575)
865	733	lognorm	(0.8168423597693666, 0.00959100958112177, 3.7071709760950053)
865	864	lognorm	(0.8360960700940356, 0.08556355793753465, 3.2690498806699857)
865	866	lognorm	(0.28142871758349564, 1.2100179579640642, 16.683143991045796)
865	868	lognorm	(0.7523830220811891, -0.14347984495290284, 4.283790287224983)
866	320	lognorm	(0.8489244768919786, 0.046988622241651054, 3.408451781467728)
866	736	lognorm	(0.49932632497754637, -0.6054575330744738, 7.735823291447765)
866	737	lognorm	(0.20482497992032334, 3.800852656648888, 38.05705416882289)
866	810	lognorm	(0.8121139473315697, -0.005025382541214731, 3.6243513384734127)
866	812	lognorm	(0.6062673833951142, 0.07931084248567365, 6.5014369897324205)
866	865	lognorm	(0.6083346789194695, 0.21886950468828809, 6.420229556121134)
866	868	lognorm	(0.8220526434877551, -0.012986238636817336, 3.7239876795001723)
866	869	lognorm	(0.8315346448650265, -0.011056099001980048, 3.6366465535980828)
867	321	lognorm	(0.845524870677627, 0.0363955996977013, 3.5759155228983386)
867	864	lognorm	(0.8459514311751636, 0.025191734940663395, 3.495649349869776)
867	868	lognorm	(0.809019427190225, -0.025851734913517638, 3.746307118154079)
867	870	lognorm	(0.8128543162862419, -0.06846733583169926, 3.4905959620578058)
868	322	lognorm	(0.8296724239210153, 0.016044172679791836, 3.474088356792372)
868	865	lognorm	(0.6168282960436506, -0.25148225595791907, 5.926535300448036)
868	866	lognorm	(0.6391242911670418, 0.09512497513461143, 6.045373164526992)
868	867	lognorm	(0.8152406929760438, -0.0310567744246154, 3.4608444780893075)
868	869	lognorm	(0.83427217736931, 0.020998384907265792, 3.5307541167592555)
868	871	lognorm	(0.8266246062225047, 0.02825761855972533, 3.499241943288633)
869	323	lognorm	(0.7999603657132941, -0.03851577362996828, 3.7006492506457764)
869	818	lognorm	(0.8430469007817414, -0.00910861695786558, 3.676441661884917)
869	820	lognorm	(0.80099087073535, -0.002727606059460177, 3.8280763956233352)
869	866	lognorm	(0.7480416791044429, 0.0081991888167154, 4.7088159378184145)
869	868	lognorm	(0.7581613687815525, -0.05339032496861347, 3.73994251393966)
869	872	lognorm	(0.8365150339552898, 0.03568971912880403, 3.4867575752467115)
870	324	lognorm	(0.8152674793126384, -0.06689331381723558, 3.6565579572779514)
870	867	lognorm	(0.8055804486762915, -0.0656613140857496, 3.570267247119321)
870	871	lognorm	(0.8554592659901076, 0.06409562856704054, 3.6014754058281717)
871	325	lognorm	(0.8257085576353536, -0.01688860517054401, 3.5339561993032547)
871	868	lognorm	(0.85068941619037, -0.0194885623515652, 3.679218745668547)
871	870	lognorm	(0.7903288312668733, -0.12153260210760394, 3.6103696208661056)
871	872	lognorm	(0.8629410359026088, 0.006079320645297955, 3.5518528988585323)
871	874	lognorm	(0.8318026881782178, 0.04049494134249301, 3.4870823720099695)
872	326	lognorm	(0.8537884744166184, -0.03769964996195281, 3.585333677799669)
872	460	lognorm	(0.7978980261071416, -0.05420007744098584, 3.6405806099900646)
872	830	lognorm	(0.8647704251700252, 0.038336957995906466, 3.4877028875506273)
872	832	lognorm	(0.8382324794479608, -0.008186777051001532, 3.580842513493346)
872	869	lognorm	(0.8217575096456928, -0.09279930692222284, 3.804049759863099)
872	871	lognorm	(0.8144833192182661, -0.03488355111898396, 3.5449730533188006)
873	327	lognorm	(0.8126241362654087, -0.05534443455346666, 3.6166886171763717)
873	462	lognorm	(0.860631917427611, 0.08439765183012822, 3.312143586059804)
873	874	lognorm	(0.833442600697359, 0.02349014606085078, 3.477178917618109)
874	328	lognorm	(0.8413999066775537, 0.03366924201515656, 3.569220054335317)
874	461	lognorm	(0.8550093932003513, 0.04488763784225863, 3.4921210185291365)
874	871	lognorm	(0.8624531892990683, 0.0486123433599271, 3.4730644984938674)
874	873	lognorm	(0.8282455937146813, -0.028997862192473134, 3.5590066075851796)
874	875	lognorm	(0.8497883808612197, 0.024559975727939, 3.4535212869614536)
875	329	lognorm	(0.8429857754462682, 0.03620017225428084, 3.404619337771179)
875	460	lognorm	(0.8547365706712095, 0.08087577260516232, 3.5271601163432305)
875	845	lognorm	(0.822568870356408, 0.015312968520233373, 3.5216365150011137)
875	874	lognorm	(0.809292543789141, -0.0640504869399671, 3.561947570893819)
875	878	lognorm	(0.7847980692645424, -0.07412332859695792, 3.710468005569636)
876	330	lognorm	(0.8836293842218476, 0.10248648453464207, 3.3969569754810234)
876	462	lognorm	(0.8674180627873598, 0.07168016673987931, 3.4955956178701983)
876	877	lognorm	(0.876010729325212, 0.07746934671746977, 3.451035623686119)
876	879	lognorm	(0.8361144280518558, -0.004354392102554203, 3.5674327209018157)
877	331	lognorm	(0.81263128303379, 0.05796936658411011, 3.5814454528274027)
877	461	lognorm	(0.6370609524098965, -0.02378540675591139, 5.7299175964078835)
877	876	lognorm	(0.7478522541155384, -0.10043501627971756, 4.232652203453135)
877	878	lognorm	(0.7482878481123201, -0.11510035428082463, 4.068772406490396)
877	880	lognorm	(0.8531724014906703, 0.019237711271684513, 3.4976623942912237)
878	332	lognorm	(0.816868205870217, -0.008670356365336765, 3.5144401630715807)
878	855	lognorm	(0.8490767090768481, -0.038092278060042326, 3.5850042513872253)
878	875	lognorm	(0.4257210345215139, -0.4260723274573771, 9.80310685262275)
878	877	lognorm	(0.759762903247038, 0.06229256560486882, 4.585381313268309)
878	881	lognorm	(0.8265224486546511, 0.011222983694491487, 3.731599034969249)
879	333	lognorm	(0.8481220030633807, 0.013786953408811831, 3.5596784900467577)
879	876	lognorm	(0.8309859896696992, 0.08360170609778081, 3.3488687476365335)
879	880	lognorm	(0.7851914836598564, -0.1269741972516357, 3.702149774421958)
879	882	lognorm	(0.7842575381787948, -0.0891662051852517, 3.8302487393660622)
880	334	lognorm	(0.8856188054775583, 0.14483435495324432, 3.436088963162154)
880	877	lognorm	(0.8721956956026029, 0.02897648512025923, 3.4084501923806476)
880	879	lognorm	(0.8367813381172928, 0.03961148632026815, 3.5172579564733972)
880	881	lognorm	(0.829801311513638, -0.019107930688812017, 3.5794017607291093)
880	883	lognorm	(0.8493954895143758, 0.043673988203592605, 3.5890895487103878)
881	335	lognorm	(0.7792439619178015, -0.12965039368964293, 3.754232945745513)
881	465	lognorm	(0.8768162475725181, 0.06156362463400301, 3.5635095472981666)
881	878	lognorm	(0.8428637643542104, -0.02096461797387645, 3.7063666770257706)
881	880	lognorm	(0.8595765156239529, 0.018059680501566026, 3.624098441042548)
881	884	lognorm	(0.8475952308944301, -0.05754939776078717, 3.6621187034001697)
882	336	lognorm	(0.8066596211397286, -0.07602740064333027, 3.700287965508637)
882	879	lognorm	(0.8206701546778774, -0.033186497007149277, 3.6400092532192074)
882	883	lognorm	(0.8660016638507875, 0.03318674822834588, 3.4928862505167184)
883	337	lognorm	(0.8333766842638826, 0.0528034311612052, 3.536248592194663)
883	464	lognorm	(0.9076830154023114, 0.09336090384693183, 3.224763027630388)
883	880	lognorm	(0.8799607857387624, 0.04294867509124271, 3.4986197236321)
883	882	lognorm	(0.8746789635530972, 0.12365723209365978, 3.436683505823572)
884	338	lognorm	(0.8212670789867849, -0.05058424131179742, 3.6877727219371663)
884	464	lognorm	(0.7538064323898339, -0.12822639404838457, 3.7775784896557143)
884	881	lognorm	(0.791986870188356, -0.08279189296033912, 3.7514730544232977)
884	889	lognorm	(0.8352772291448621, -0.03254721419376735, 3.3882580817037886)
885	339	lognorm	(0.8322594043894668, 0.005200372768870441, 3.5748183616406264)
885	445	lognorm	(0.84651900246026, -0.04322025384539131, 3.5673260781891907)
885	857	lognorm	(0.7614235240107738, -0.16921359360581956, 3.588088090014719)
885	863	lognorm	(0.7760261273993267, -0.07315726392625588, 4.088441109730543)
885	892	lognorm	(0.5627000016636191, -0.13508843309570268, 7.1048415155591105)
886	340	lognorm	(0.8148231620455466, -0.044704642427418284, 3.576548631275249)
886	445	lognorm	(0.6423273860539859, -0.2151734852572762, 5.636197637029792)
886	858	lognorm	(0.8538111784060678, 0.09470097280324054, 3.5179772034829195)
886	887	lognorm	(0.8607554541745963, 0.14230235528063878, 3.2478117885516813)
886	892	lognorm	(0.35191803803642313, 0.25041059910986885, 13.527800521484044)
887	341	lognorm	(0.8235122536742729, -0.06188001524928986, 3.6056077062025196)
887	859	lognorm	(0.7960497608886146, -0.09455865809050881, 3.7031964738319445)
887	886	lognorm	(0.534671429729467, 0.44766504758319736, 7.685106235877884)
887	888	lognorm	(0.8129884802292378, 0.06724779305660322, 3.3697801307772792)
887	893	lognorm	(0.8395425037600461, 0.05706776712715118, 3.517137167838335)
888	342	lognorm	(0.8118842315234521, -0.0378791491777041, 3.6066226354864677)
888	860	lognorm	(0.8053159741702706, -0.022640700505090768, 3.497866175879668)
888	861	lognorm	(0.7748954069031124, -0.1706588428636127, 3.983758353156536)
888	887	lognorm	(0.823742481062472, 0.07153825607198772, 3.344802341747349)
888	894	lognorm	(0.8917410480592807, 0.18809800830005485, 3.30809915859588)
888	910	lognorm	(0.8570356194851576, 0.09893401354371387, 3.5511503255102)
889	343	lognorm	(0.8583231207446268, 0.08205915944335651, 3.526262930087432)
889	862	lognorm	(0.6773200271782815, -0.12239098179726689, 4.666848880952859)
889	884	lognorm	(0.7700177017562319, -0.10928489180023887, 3.7566132601566045)
889	895	lognorm	(0.7773468997478032, -0.04641715176798449, 3.4428891228306466)
890	344	lognorm	(0.7800532100137627, -0.0219566224243493, 3.551185389823857)
890	863	lognorm	(0.8540486417275173, 0.08108578076998565, 3.4320311064216167)
890	891	lognorm	(0.7726402187595616, -0.013581058138203629, 3.8625469054353023)
890	896	lognorm	(0.7820996496936783, -0.09699993297720193, 3.7282180441817276)
891	345	lognorm	(0.8680173733534273, 0.08782911813290234, 3.4564142271744442)
891	890	lognorm	(0.8633877141464275, 0.08953999668554485, 3.399623144422379)
891	896	lognorm	(0.8312382916895966, 0.03284177548434814, 3.5785616505668494)
891	897	lognorm	(0.3843895325028593, -0.539995465525037, 11.089877766376453)
891	899	lognorm	(0.8273269676402153, -0.03710671884421935, 3.533703265127116)
892	346	lognorm	(0.8630645640152788, 0.011660352424892231, 3.3763925931791037)
892	885	lognorm	(0.7351152164529724, -0.02522435008301014, 4.1398168280995975)
892	886	lognorm	(0.46829955011156055, 0.396793268672222, 9.776898928716594)
892	897	lognorm	(0.3449789697550292, 18.977507298411112, 317.24013415640684)
893	347	lognorm	(0.8384909507076306, 0.039674446575697145, 3.448185950074228)
893	887	lognorm	(0.6492676588717576, -0.1351841058017687, 5.953016057205731)
893	894	lognorm	(0.8650735762190607, 0.0684009881007302, 3.574404179651223)
893	898	lognorm	(0.7967498988145685, -0.08249680055286121, 3.6482549848688723)
893	901	lognorm	(0.8436653284940612, 0.09798738203010554, 3.2775099840274677)
894	348	lognorm	(0.8054123534547284, -0.020678804744582505, 3.6220258905249967)
894	888	lognorm	(0.8081118855329432, -0.08013160822098192, 3.6045959466839532)
894	893	lognorm	(0.7897387156903736, -0.07858292900112875, 3.7187207788317225)
894	910	lognorm	(0.4115242801218526, -0.04777688757031981, 10.397992393422456)
895	349	lognorm	(0.8283771200613339, 0.014902381956163686, 3.416426986604332)
895	889	lognorm	(0.7637150095821632, -0.1404577357665608, 3.7381056299335507)
895	896	lognorm	(0.7988349832741408, -0.12956201295736175, 3.7549123897663668)
896	350	lognorm	(0.8876011289183783, 0.11500498141312829, 3.3868052397749677)
896	890	lognorm	(0.86335240129991, 0.08825875397476293, 3.4059845562207913)
896	891	lognorm	(0.5589543546918733, 0.3642553566378455, 7.314785148724569)
896	895	lognorm	(0.8137897962584966, -0.07143028012670419, 3.6083659687466714)
896	899	lognorm	(0.8033653053180145, -0.07445080323427267, 3.523817221758092)
897	351	lognorm	(0.8613392899356147, 0.000328208474287821, 3.49879190321119)
897	443	lognorm	(0.25982881940241587, 0.38893772915692404, 18.367854495694004)
897	891	lognorm	(0.7926021281200915, -0.08440461224984483, 3.593228358410191)
897	892	lognorm	(0.2814334794755903, 3.8390886690414794, 163.98042057684788)
897	899	lognorm	(0.750012078852389, -0.20353649165336685, 3.9711928958505185)
898	352	lognorm	(0.8233737659501759, -0.0634547836913055, 3.6614088682863875)
898	442	lognorm	(0.7745783888220504, -0.03602620986843347, 3.899105488236928)
898	443	lognorm	(0.3033396019866258, -17.58435634945558, 265.00334903137184)
898	893	lognorm	(0.8837249376413839, 0.04750725854388807, 3.491573641601785)
898	900	lognorm	(0.8497644251109955, -0.005849196650394144, 3.6695424997776733)
899	353	lognorm	(0.8007141956145281, -0.033383051147747034, 3.5547559577595798)
899	442	lognorm	(0.8388846040801625, -0.03242033113518307, 3.640413333372215)
899	891	lognorm	(0.8245460709284974, 0.03194679055871283, 3.3778902405051894)
899	896	lognorm	(0.8433655743121583, 0.09320195960026753, 3.4906076222946307)
899	897	lognorm	(0.567793573367706, 0.1289710831074234, 6.867866917063898)
900	354	lognorm	(0.8526940233732796, -0.04507957818085782, 3.628977452774566)
900	898	lognorm	(0.8067566364527747, 0.011625365968970734, 3.5464022941014743)
900	901	lognorm	(0.8154119410773165, 0.029217570737432016, 3.4344289577823677)
901	355	lognorm	(0.8488042429298632, 0.02931234886645189, 3.447398871621097)
901	893	lognorm	(0.8055060498671502, -0.00280990959636692, 3.847157005177177)
901	900	lognorm	(0.803540252684493, 0.045673627172076285, 3.627191964687137)
902	356	lognorm	(0.7632294634765306, -0.1348879483939548, 3.8545759274838387)
902	513	lognorm	(0.5516221766392639, 0.3424217331473999, 7.464179817821007)
902	541	lognorm	(0.1945080012800801, 5.847557193923302, 28.581166845730912)
902	542	lognorm	(0.7756891196089045, 0.013638991960938245, 3.9663987692015423)
902	660	lognorm	(0.22879053425145646, 7.624885582500564, 43.73930312897092)
902	661	lognorm	(0.4245880914451993, -0.3754599380985927, 9.928411894100055)
902	670	gamma	(9.962955505391152, 47.34622107283228, 11.199155574103514)
903	357	lognorm	(0.8679244621065015, 0.0814921166234612, 3.502222709850308)
903	514	lognorm	(0.5063871700572631, -0.08574351931199352, 8.145871328311316)
903	516	lognorm	(0.7200400690400428, -0.035247827680137615, 4.464549644396966)
903	542	lognorm	(0.3544763551928384, 0.4649411633850752, 12.800207562287989)
903	543	lognorm	(0.8351292964358985, 0.0057293093039054045, 3.593897517522456)
903	544	lognorm	(0.840680725074997, 0.08088904376248326, 3.707507367224954)
904	358	lognorm	(0.8303385531289025, -0.021065312716817046, 3.6641103706689346)
904	544	lognorm	(0.6066264360051208, 0.4579848218481991, 6.570500870961116)
904	906	lognorm	(0.7645702321836267, -0.03515679333892516, 4.011169750586717)
905	359	lognorm	(0.7957986383948888, -0.029160475676343695, 3.6001402833476828)
905	513	lognorm	(0.17080664926297506, 2.5784337465732765, 32.656396218556196)
905	514	lognorm	(0.6741650934707625, 0.004862320127690542, 5.297179165131387)
905	670	lognorm	(0.1617597155057469, -2.0294487617732355, 30.295753537715807)
905	854	lognorm	(0.7850130566797828, 0.025325991931774393, 3.8363563899570985)
905	906	lognorm	(0.6733653988633994, 0.184424706769581, 5.701888274146983)
905	907	lognorm	(0.8307474035882367, 0.028517945573215818, 3.676435954910115)
906	360	lognorm	(0.8409657498460101, 0.04059753134973326, 3.3968938014078427)
906	516	lognorm	(0.8539044688167312, 0.08418140099751883, 3.6798832858275157)
906	904	lognorm	(0.7761140612767581, -0.13031536783436204, 4.043613352398106)
906	905	lognorm	(0.7878806337247751, 0.06712206439041926, 4.428283152648224)
906	908	lognorm	(0.8200363813138769, -0.029506395719202175, 3.7364261878328318)
906	909	lognorm	(0.8753260821327593, 0.09599872034816714, 3.626137899424684)
906	931	lognorm	(0.832349338154059, 0.023493397536721243, 3.6941878643719113)
907	361	lognorm	(0.849187803753507, 0.0915782384357606, 3.411614182159587)
907	854	lognorm	(0.8514102112880586, 0.006470728816506129, 3.5889773760932924)
907	861	lognorm	(0.887747248034543, 0.06372836043012337, 3.491365608210983)
907	905	lognorm	(0.8313836251817812, 0.08759802945863225, 3.3246415163796676)
907	908	lognorm	(0.7819471347729335, -0.06183707844285537, 4.060771452698672)
907	910	lognorm	(0.8043660080303356, -0.015145741936700995, 3.492883104930006)
908	362	lognorm	(0.8237961898514382, 0.0218184862805196, 3.507419226910865)
